eval,tag,score,snr_gain_vs_edge_min,snr_gain_vs_edge_mean,snr_ratio_vs_direct_min,snr_ratio_vs_direct_mean,snr_ratio_vs_direct_median,snr_ratio_vs_direct_max,rms_log_ratio_vs_direct,gamma_vector
81,coord_w0.035_i4,-0.001924927259814367,1.0029892642295966,1.1568052689082566,0.9160992885841672,0.998919913993673,1.0000197207327508,1.0768808168140596,0.038002582693664556,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.07,0.23,0.07,0.23,0.15,0.31,0,0.23,0.23,0.15,0.15"
82,coord_w0.035_i4,-0.0019254295132790946,1.003052933033443,1.1578578255357095,0.9160992885841676,0.9997087471652104,1.002329223700623,1.0768808168140596,0.03799587819537772,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.07,0.23,0.07,0.23,0.15,0.31,0,0.23,0.23,0.15,0.15"
83,coord_w0.035_i5,-inf,0.9991678484912653,1.156395173440384,0.9160992885841674,0.9985061932604398,1.0000197207327504,1.0768808168140585,0.03781123310886874,"0.15,0.15,0.275,0.23,0.195,0.035,0.15,0.07,0.23,0.07,0.23,0.15,0.31,0,0.23,0.23,0.15,0.15"
84,coord_w0.035_i5,-0.0019466032250165105,1.0039561845306604,1.1571572351490267,0.9160992885841681,0.9992750027789409,1.00001972073275,1.0768808168140596,0.03819586611527382,"0.15,0.15,0.275,0.23,0.195,0.105,0.15,0.07,0.23,0.07,0.23,0.15,0.31,0,0.23,0.23,0.15,0.15"
85,coord_w0.035_i6,-0.001965336604700144,1.0029892642295966,1.1542632040630456,0.916099288584167,0.9967964617578611,0.997195326697808,1.0768808168140591,0.0384584663933567,"0.15,0.15,0.275,0.23,0.195,0.07,0.115,0.07,0.23,0.07,0.23,0.15,0.31,0,0.23,0.23,0.15,0.15"
86,coord_w0.035_i6,-0.001969425573573657,1.0029892642295963,1.158774190080207,0.9160992885841674,1.0005640752200917,1.000240834543344,1.0768808168140591,0.038395182714362,"0.15,0.15,0.275,0.23,0.195,0.07,0.185,0.07,0.23,0.07,0.23,0.15,0.31,0,0.23,0.23,0.15,0.15"
87,coord_w0.035_i7,-0.0019167444181891757,1.000030204436734,1.1564118510330876,0.9160992885841669,0.9985248315492402,1.0000166523173992,1.0768808168140598,0.037931955508585004,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.23,0.07,0.23,0.15,0.31,0,0.23,0.23,0.15,0.15"
88,coord_w0.035_i7,-0.001924927259814367,1.0029892642295966,1.1568052689082566,0.9160992885841672,0.998919913993673,1.0000197207327508,1.0768808168140596,0.038002582693664556,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.07,0.23,0.07,0.23,0.15,0.31,0,0.23,0.23,0.15,0.15"
89,coord_w0.035_i8,-inf,0.9996349618461293,1.1554258693291755,0.9160992885841678,0.9976783474666266,1.000016652317401,1.07688081681406,0.03807992717656979,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.195,0.07,0.23,0.15,0.31,0,0.23,0.23,0.15,0.15"
90,coord_w0.035_i8,-0.0019145987463733542,1.0002951304890382,1.1571616493370542,0.9160992885841674,0.9991659631467498,1.0018382659092713,1.0768808168140596,0.037901885289240655,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.23,0.15,0.31,0,0.23,0.23,0.15,0.15"
91,coord_w0.035_i9,-0.0019173150453821572,1.000295130489038,1.1557705520792472,0.916099288584167,0.9980536763337968,0.9980094580869712,1.0768808168140593,0.03794520418735737,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.035,0.23,0.15,0.31,0,0.23,0.23,0.15,0.15"
92,coord_w0.035_i9,-0.001921706585045156,1.000295130489039,1.1581775334291398,0.9160992885841676,0.999982488593844,1.0034238710620378,1.0768808168140607,0.037958463006489786,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.105,0.23,0.15,0.31,0,0.23,0.23,0.15,0.15"
93,coord_w0.035_i10,-0.0019144722601946293,1.0002951304890386,1.1567867398536678,0.916099288584168,0.9988411031186306,0.9997370933105545,1.076880816814061,0.03790302096599641,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.15,0.31,0,0.23,0.23,0.15,0.15"
94,coord_w0.035_i10,-0.0019145987463733542,1.0002951304890382,1.1571616493370542,0.9160992885841674,0.9991659631467498,1.0018382659092713,1.0768808168140596,0.037901885289240655,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.23,0.15,0.31,0,0.23,0.23,0.15,0.15"
95,coord_w0.035_i11,-0.0019133848988424828,1.000295130489038,1.1568898084664536,0.9160992885841672,0.9989658228989804,1.0010140755664745,1.07688081681406,0.03789212415650163,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.31,0,0.23,0.23,0.15,0.15"
96,coord_w0.035_i11,-0.0019144722601946293,1.0002951304890386,1.1567867398536678,0.916099288584168,0.9988411031186306,0.9997370933105545,1.076880816814061,0.03790302096599641,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.15,0.31,0,0.23,0.23,0.15,0.15"
97,coord_w0.035_i12,-0.0019180155991816573,1.000289441540193,1.1568914657579743,0.9160992885841674,0.9989454859242747,1.0010140755664747,1.076880816814061,0.037942004181480346,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.275,0,0.23,0.23,0.15,0.15"
98,coord_w0.035_i12,-0.001910347262699659,1.0002998218829513,1.1567332340981324,0.9160992885841672,0.9988699942218038,1.001014075566475,1.0768808168140602,0.03786020324369408,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.23,0.15,0.15"
99,coord_w0.035_i13,-0.0019126642020921396,1.000303792654738,1.1567386564899533,0.916099288584167,0.9988618682344557,1.0010140755664754,1.0768808168140602,0.03788521803158338,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0.035,0.23,0.23,0.15,0.15"
100,coord_w0.035_i14,-0.00191477432587704,1.0019927087501577,1.1567991926630412,0.9160992885841672,0.9989612583586831,1.0010140755664754,1.0768808168140607,0.037901834554969795,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.195,0.23,0.15,0.15"
101,coord_w0.035_i14,-inf,0.9984613362757645,1.1566505958351,0.916099288584167,0.9987624951509213,1.0010140755664747,1.0768808168140602,0.03782614454228163,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.265,0.23,0.15,0.15"
102,coord_w0.035_i15,-inf,0.9999623397934474,1.1565756023164642,0.9160992885841678,0.9987137692645677,1.0010898681067286,1.0768808168140593,0.037880885531830506,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.195,0.15,0.15"
103,coord_w0.035_i15,-0.0019089145140463097,1.0006124590325456,1.1568013930582723,0.9160992885841674,0.9989502045169004,1.000620023609382,1.0768808168140596,0.03784370567629825,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.15,0.15"
104,coord_w0.035_i16,-0.0019199167967741773,1.0003907083735668,1.1564979560704127,0.9160992885841678,0.9987114449833365,0.9991952746537147,1.0768808168140596,0.03794859879918235,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.115,0.15"
105,coord_w0.035_i16,-0.0019001763629874302,1.0008231725806742,1.1570667072510183,0.9160992885841674,0.9991543072671831,1.0012931608501607,1.0768808168140585,0.037760874614179346,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.15"
106,coord_w0.035_i17,-0.0018981811476174411,1.0009684785418855,1.1569228026348306,0.916099288584167,0.9990451340741258,1.0010678647213902,1.0768808168140591,0.03774252490144552,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
107,coord_w0.035_i17,-0.0019001763629874302,1.0008231725806742,1.1570667072510183,0.9160992885841674,0.9991543072671831,1.0012931608501607,1.0768808168140585,0.037760874614179346,"0.15,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.15"
108,coord_w0.035_i0,-0.0019117192804628963,1.0009684785418862,1.1547470962956639,0.9160992885841678,0.9973683249219569,0.9963406827720771,1.07688081681406,0.037908967831701064,"0.115,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
109,coord_w0.035_i0,-0.001913997612352326,1.0009684785418864,1.158524959277057,0.9160992885841678,1.0002792727843324,1.0038160150653295,1.0768808168140607,0.03788024334307406,"0.185,0.15,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
110,coord_w0.035_i1,-0.0019610211901301237,1.0009680221457178,1.1543339111683442,0.9160992885841672,0.9971361403555943,1.001067864721393,1.0768808168140598,0.0384294289381447,"0.15,0.115,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
111,coord_w0.035_i1,-0.0019125083938042204,1.000968812414237,1.1589227742658452,0.9160992885841674,1.0005196198413595,1.0018915813410245,1.0768808168140598,0.037862789333731786,"0.15,0.185,0.275,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
112,coord_w0.035_i2,-0.0019039694052540939,1.0009445294757933,1.1557999861805743,0.9160992885841667,0.9981125808842151,0.9983003069261422,1.07688081681406,0.03781503898918392,"0.15,0.15,0.24,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
113,coord_w0.035_i2,-0.0019109209435866138,1.0009877362617847,1.1578651345869047,0.9160992885841674,0.9998277203748935,1.0012931608501612,1.0768808168140593,0.03785411284576069,"0.15,0.15,0.31,0.23,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
114,coord_w0.035_i3,-0.001908745870139829,1.0009684785418849,1.1556561343938285,0.9160992885841669,0.9980969783411769,0.9988987274170076,1.0768808168140596,0.03786516001725575,"0.15,0.15,0.275,0.195,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
115,coord_w0.035_i3,-0.0019055897600488037,1.0009684785418853,1.1579279671437372,0.9160992885841681,0.9997970933267517,1.0019013703357778,1.0768808168140596,0.03780339852619075,"0.15,0.15,0.275,0.265,0.195,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
116,coord_w0.035_i4,-0.001925247053343407,1.0009682168015217,1.1554522450746676,0.9160992885841678,0.9979376342203986,1.0010678647213918,1.0768808168140596,0.03804228001432232,"0.15,0.15,0.275,0.23,0.16,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
117,coord_w0.035_i4,-0.0018951660439040466,1.0009686795260004,1.1580533982823913,0.9160992885841672,0.9998938289323179,1.0018915813410256,1.0768808168140596,0.03770119632283099,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
118,coord_w0.035_i5,-inf,0.9974569807773733,1.1576238181961942,0.9160992885841674,0.9994601219292474,1.001819556657284,1.0768808168140607,0.03751245289840011,"0.15,0.15,0.275,0.23,0.23,0.035,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
119,coord_w0.035_i5,-0.001916664249640237,1.0009856995610902,1.1584226825388586,0.916099288584167,1.0002666743586937,1.0019532679903362,1.0768808168140585,0.03789616910838384,"0.15,0.15,0.275,0.23,0.23,0.105,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
120,coord_w0.035_i6,-0.0019264429261564818,1.0009686795260007,1.155784642522841,0.9160992885841672,0.9979987568382999,1.001056803964036,1.0768808168140598,0.03805025826368982,"0.15,0.15,0.275,0.23,0.23,0.07,0.115,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
121,coord_w0.035_i6,-0.0019303384206795073,1.0009686795259998,1.15978062833539,0.9160992885841669,1.0013361295955348,1.002767706273546,1.0768808168140591,0.03802001946062768,"0.15,0.15,0.275,0.23,0.23,0.07,0.185,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
122,coord_w0.035_i7,-inf,0.9965046750789222,1.157604326386953,0.916099288584167,0.9994427881012683,1.0015729707177536,1.0768808168140618,0.03765813749701295,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,1.3877788e-17,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
123,coord_w0.035_i7,-0.0019042048407604765,1.0014778856456361,1.1584490757349095,0.916099288584167,1.0002912381445064,1.0018915813410256,1.076880816814059,0.037782535163073276,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.07,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
124,coord_w0.035_i8,-0.001896536549324555,1.0007168956363612,1.1573174516481708,0.9160992885841676,0.9992650604485591,1.0012931608501598,1.0768808168140602,0.03772072170704969,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.23,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
125,coord_w0.035_i8,-0.001899112542461723,1.0011185893217454,1.158604122518867,0.9160992885841674,1.000361504955246,1.0029930024023157,1.0768808168140602,0.03773521862246087,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.3,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
126,coord_w0.035_i9,-0.0019041441575737524,1.0009686795259993,1.1562504590526261,0.9160992885841674,0.9984566029727319,0.9986238879625714,1.0768808168140591,0.037809016680521675,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.035,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
127,coord_w0.035_i9,-0.0019038634896325686,1.0009686795259998,1.1593676543743148,0.916099288584167,1.000945893310983,1.004222541133938,1.0768808168140596,0.037775457021726654,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.105,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
128,coord_w0.035_i10,-0.001894870889621855,1.0009686795260002,1.1574228436320015,0.9160992885841674,0.9993681733852355,1.0010845190276616,1.0768808168140598,0.03770200614226005,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.345,0,0.23,0.265,0.185,0.115"
129,coord_w0.035_i10,-0.0018951660439040466,1.0009686795260004,1.1580533982823913,0.9160992885841672,0.9998938289323179,1.0018915813410256,1.0768808168140596,0.03770119632283099,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.195,0.115,0.345,0,0.23,0.265,0.185,0.115"
130,coord_w0.035_i11,-0.0018960195151988797,1.0009686795260002,1.157314457956921,0.916099288584167,0.9993252649669504,1.0010111583389418,1.0768808168140604,0.037714530083005675,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.08,0.345,0,0.23,0.265,0.185,0.115"
131,coord_w0.035_i11,-0.0019014004339100111,1.0009686795260007,1.1574168371179117,0.9160992885841674,0.9993197269332519,1.002767706273546,1.0768808168140602,0.03776818508306406,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.15,0.345,0,0.23,0.265,0.185,0.115"
132,coord_w0.035_i12,-0.0019013149327783898,1.0009639907432055,1.1575013348491459,0.9160992885841676,0.9994040409290255,1.0010845190276623,1.0768808168140598,0.03776839261241142,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.31,0,0.23,0.265,0.185,0.115"
133,coord_w0.035_i12,-0.0018888309713004255,1.0009726157009902,1.1571961917896958,0.9160992885841672,0.9992212887005453,1.001028393502874,1.0768808168140607,0.0376409089616021,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.265,0.185,0.115"
134,coord_w0.035_i13,-0.0018911745868623465,1.0009759986475695,1.1572423159311258,0.9160992885841672,0.9992458384783156,1.001084519027661,1.0768808168140602,0.03766543103758135,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0.035,0.23,0.265,0.185,0.115"
135,coord_w0.035_i14,-0.0018926263593702307,1.0015464915381385,1.1572644776632073,0.9160992885841674,0.9993142524456753,1.0007052222996369,1.076880816814059,0.03767607578170883,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.195,0.265,0.185,0.115"
136,coord_w0.035_i14,-inf,0.9991305082226928,1.1571114189383074,0.9160992885841672,0.9991122271106333,1.0010845190276618,1.0768808168140602,0.03761283753772154,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.265,0.265,0.185,0.115"
137,coord_w0.035_i15,-0.0018899750011621987,1.000657175149937,1.1571100620023855,0.916099288584167,0.9991258762686963,1.0010283935028739,1.0768808168140598,0.0376543291817933,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.23,0.185,0.115"
138,coord_w0.035_i15,-0.001888063452585471,1.0012653071821103,1.1571937390831724,0.9160992885841672,0.9992415691935698,1.0004377746936877,1.076880816814059,0.037632156222239393,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.115"
139,coord_w0.035_i16,-0.001898838234490071,1.0010573481399503,1.156921644745606,0.916099288584167,0.9990320193785545,0.9990658246684445,1.0768808168140598,0.03773438689531936,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.15,0.115"
140,coord_w0.035_i16,-inf,0.9997928185422797,1.157427801854677,0.916099288584167,0.9994163325070087,1.001028393502875,1.0768808168140616,0.03755118502384735,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.22,0.115"
141,coord_w0.035_i17,-0.001887970477522164,1.0013869016931372,1.15699519371483,0.9160992885841672,0.9990853395772943,0.9993705936529507,1.076880816814062,0.037632468530486095,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
142,coord_w0.035_i17,-0.001888063452585471,1.0012653071821103,1.1571937390831724,0.9160992885841672,0.9992415691935698,1.0004377746936877,1.076880816814059,0.037632156222239393,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.115"
143,coord_w0.015_i0,-0.0018912871421984479,1.0013869016931352,1.1561906396551083,0.9160992885841672,0.9984654079745301,0.9978216829142169,1.07688081681406,0.03767412503504324,"0.135,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
144,coord_w0.015_i0,-0.0018895669115283132,1.0013869016931352,1.157697909552179,0.916099288584167,0.9996266908517898,1.0001255790693602,1.0768808168140598,0.03764205085453716,"0.165,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
145,coord_w0.015_i1,-0.0018932172298306818,1.0013867482293954,1.1558343343899309,0.9160992885841674,0.9982295727668962,0.997828058093712,1.0768808168140591,0.03769811335207743,"0.15,0.135,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
146,coord_w0.015_i1,-0.0018997728820166174,1.0013870361621249,1.15804048512766,0.9160992885841672,0.9998558514722362,0.999370593652952,1.0768808168140613,0.03773545975050195,"0.15,0.165,0.275,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
147,coord_w0.015_i2,-0.0018911701814676653,1.0013776611576908,1.156527049713244,0.9160992885841674,0.9986965783562779,0.9989416490806716,1.0768808168140591,0.037670258464791495,"0.15,0.15,0.26,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
148,coord_w0.015_i2,-0.0018883133231841207,1.0013953159645141,1.1574296503561357,0.9160992885841676,0.9994461131070634,1.0010283935028745,1.0768808168140604,0.037632631246595986,"0.15,0.15,0.29,0.23,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
149,coord_w0.015_i3,-0.0018892974660175753,1.001386901693135,1.1565378850279706,0.9160992885841667,0.9987432268400245,0.99782644417109,1.0768808168140596,0.03764988365153358,"0.15,0.15,0.275,0.215,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
150,coord_w0.015_i3,-0.001889304653108468,1.0013869016931356,1.1574069702835228,0.9160992885841674,0.9993932995301467,0.9998962343127598,1.0768808168140598,0.0376417534682843,"0.15,0.15,0.275,0.245,0.23,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
151,coord_w0.015_i4,-0.0018892324160701798,1.0013868260486105,1.1565176717468142,0.9160992885841674,0.99872671222014,0.9982649227846871,1.0768808168140607,0.037650090457070115,"0.15,0.15,0.275,0.23,0.215,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
152,coord_w0.015_i4,-0.00188949839075009,1.0013869697632773,1.1574248012896908,0.9160992885841674,0.9994074708896943,0.99937059365295,1.0768808168140598,0.037642208507139445,"0.15,0.15,0.275,0.23,0.245,0.07,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
153,coord_w0.015_i5,-inf,0.9999047628975882,1.1568186217693524,0.9160992885841672,0.9989072214191822,0.9993376384926727,1.07688081681406,0.0375502100525872,"0.15,0.15,0.275,0.23,0.23,0.055,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
154,coord_w0.015_i5,-0.001897203247318202,1.0013944160208168,1.157160611007066,0.9160992885841672,0.9992522086921101,0.9994014066563902,1.0768808168140607,0.0377157562734571,"0.15,0.15,0.275,0.23,0.23,0.085,0.15,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
155,coord_w0.015_i6,-0.0018983322401933903,1.0013869016931345,1.1561608090209612,0.9160992885841672,0.9983884093228601,0.9993667547908271,1.0768808168140602,0.03774976384087768,"0.15,0.15,0.275,0.23,0.23,0.07,0.135,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
156,coord_w0.015_i6,-0.0018881708506528036,1.0013869016931345,1.157734194286761,0.9160992885841678,0.9997025203281685,1.0010318135967364,1.0768808168140598,0.03762858568764581,"0.15,0.15,0.275,0.23,0.23,0.07,0.165,0.035,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
157,coord_w0.015_i7,-inf,0.999539239910624,1.1568093568190165,0.916099288584167,0.9988986899653607,0.99937059365295,1.0768808168140607,0.03760612874711304,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.02,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
158,coord_w0.015_i7,-0.0018917409443813574,1.0015501240482154,1.157171343671139,0.9160992885841674,0.9992622594636561,0.99937059365295,1.0768808168140616,0.03766571565542603,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.05,0.265,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
159,coord_w0.015_i8,-0.0018891352436729116,1.0013068888975416,1.156724481743702,0.916099288584168,0.9988549697947791,0.9987994889315464,1.0768808168140602,0.03764719535412203,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.25,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
160,coord_w0.015_i8,-0.0018877005072872868,1.0014489791280001,1.1572330874969803,0.9160992885841672,0.9992871706488151,1.0002234336438893,1.0768808168140598,0.037627795223394975,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.07,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
161,coord_w0.015_i9,-0.00189320758025541,1.0014489791280015,1.1564057802236476,0.9160992885841669,0.9986276582342359,0.9988489692480944,1.07688081681406,0.037692484502748626,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.055,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
162,coord_w0.015_i9,-0.0018867996400110988,1.0014489791280012,1.1579545518196892,0.9160992885841669,0.9998632432623783,1.0007773392390524,1.0768808168140604,0.03761310190926808,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
163,coord_w0.015_i10,-0.0018870204391430517,1.0014489791280001,1.1576759783640467,0.9160992885841672,0.9996317321630647,1.0007490743036966,1.0768808168140591,0.03761668500342833,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.145,0.115,0.38,0,0.23,0.3,0.185,0.08"
164,coord_w0.015_i10,-0.0018877319906721712,1.0014489791280012,1.1581999855337772,0.916099288584167,1.0000687184908217,1.0018311334669336,1.0768808168140602,0.03762137301756899,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.175,0.115,0.38,0,0.23,0.3,0.185,0.08"
165,coord_w0.015_i11,-0.00188668602092739,1.001448979128,1.1579579323680402,0.9160992885841672,0.9998841073242677,1.0014601213908885,1.0768808168140591,0.037612535242318924,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.38,0,0.23,0.3,0.185,0.08"
166,coord_w0.015_i11,-0.0018867996400110988,1.0014489791280012,1.1579545518196892,0.9160992885841669,0.9998632432623783,1.0007773392390524,1.0768808168140604,0.03761310190926808,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.115,0.38,0,0.23,0.3,0.185,0.08"
167,coord_w0.015_i12,-0.0018890847707293444,1.0014473697691184,1.158072281916074,0.9160992885841672,0.9999599450743497,1.0015094144814536,1.0768808168140602,0.037637025543092506,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.365,0,0.23,0.3,0.185,0.08"
168,coord_w0.015_i12,-0.0018847065839182333,1.0014504820272099,1.157818728327786,0.916099288584167,0.9997896695863595,1.0008185520411057,1.07688081681406,0.0375921254744281,"0.15,0.15,0.275,0.23,0.23,0.07,0.15,0.035,0.28,0.085,0.16,0.1,0.395,0,0.23,0.3,0.185,0.08"
